id,iso2Code,country,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude,Country Name,Country Code,Year,Population growth (annual %),"Population, total",Country,ISO,"Current account balance, Percent of GDP, ","Current account balance, U.S. dollars, Billions","Employment, Persons, Millions","General government gross debt, National currency, Billions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, National currency, Billions","General government net lending/borrowing, Percent of GDP, ","General government primary net lending/borrowing, National currency, Billions","General government primary net lending/borrowing, Percent of GDP, ","General government revenue, National currency, Billions","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, National currency, Billions","General government total expenditure, Percent of GDP, ","Gross domestic product based on purchasing-power-parity (PPP) share of world total, Percent, ","Gross domestic product corresponding to fiscal year, current prices, National currency, Billions","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, National currency, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, constant prices, National currency, Billions","Gross domestic product, constant prices, Percent change, ","Gross domestic product, current prices, National currency, Billions","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross domestic product, deflator, Index, ","Gross national savings, Percent of GDP, ","Implied PPP conversion rate, National currency per current international dollar, ","Inflation, average consumer prices, Index, ","Inflation, average consumer prices, Percent change, ","Inflation, end of period consumer prices, Index, ","Inflation, end of period consumer prices, Percent change, ","Output gap in percent of potential GDP, Percent of potential GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, ","Volume of Imports of goods, Percent change, ","Volume of exports of goods and services, Percent change, ","Volume of exports of goods, Percent change, ","Volume of imports of goods and services, Percent change, "
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2003,4.67,23680871,Afghanistan,AFG,29.62,1.35,,595.36,270.6,,,-4.62,-2.1,,,21.62,9.83,,,26.24,11.93,0.04,220.01,21322.87,1269.09,9517.72,942.38,196.95,492.9,8.69,220.01,21.78,4.55,44.64,59.72,10.1,42.41,35.66,45.69,6.53,,23.12,,30.1,,35.02,49.26,87.55,37.3
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2004,4.32,24726684,Afghanistan,AFG,37.22,1.92,,603.13,244.97,,,-5.89,-2.39,-5.89,-2.39,31.21,12.68,,,37.1,15.07,0.04,246.21,20659.3,1229.6,10250.79,937.64,214.23,496.21,0.67,246.21,22.52,5.15,49.62,72.57,10.93,49.35,16.36,51.75,13.27,,24.02,,35.35,,-0.96,-5.86,-27.36,1.4
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2005,3.68,25654277,Afghanistan,AFG,30.23,1.86,,629.23,206.36,,,-2.94,-0.97,-2.8,-0.92,44.93,14.73,,,47.87,15.7,0.04,304.93,22320.62,1328.47,12265.32,1044.59,248.05,554.91,11.83,304.93,25.97,6.17,54.95,67.27,11.74,54.57,10.57,57.22,10.56,,24.86,,37.05,,51.69,46.5,17.54,55.44
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2006,2.99,26433049,Afghanistan,AFG,20.84,1.44,,79.49,22.99,,,2.23,0.64,2.36,0.68,65.52,18.95,,,63.29,18.3,0.04,345.82,22810.34,1357.62,13491.99,1099.81,270.19,584.66,5.36,345.82,28.19,6.93,59.15,50.33,12.27,58.27,6.79,59.67,4.29,,25.63,,29.49,,-1.06,-7.93,-33.22,-2.32
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2007,2.49,27100536,Afghanistan,AFG,63.39,5.42,,86.08,20.14,,,-10.65,-2.49,-10.52,-2.46,81.16,18.99,,,91.82,21.48,0.04,427.5,24895.95,1481.75,16061.11,1232.62,321.44,662.65,13.34,427.5,32.81,8.56,64.51,119.24,13.03,63.33,8.68,69.27,16.09,,26.62,,55.85,,-15.2,-10.11,39.07,-9.87
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2008,2.27,27722276,Afghanistan,AFG,33.77,3.48,,98.62,19.06,,,-20.09,-3.88,-19.99,-3.86,88.16,17.04,,,108.25,20.92,0.04,517.51,25216.05,1500.8,18960.53,1272.75,377.26,688.25,3.86,517.51,34.74,10.3,75.19,63.99,14.9,80.06,26.42,82.31,18.81,,27.29,,30.22,,-2.96,-6.91,50.73,-7.88
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2009,2.4,28394813,Afghanistan,AFG,41.59,5.02,,98.66,16.25,,,-10.8,-1.78,-10.69,-1.76,117.75,19.39,,,128.55,21.17,0.05,607.23,29635.56,1763.84,21683.33,1507.23,430.87,829.92,20.59,607.23,42.21,12.07,73.17,78.09,14.39,74.6,-6.81,74.21,-9.84,,28,,36.5,,25.44,31.23,-20.6,28.05
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2010,2.75,29185507,Afghanistan,AFG,29.43,4.51,,54.85,7.71,,,6.56,0.92,6.64,0.93,154.61,21.72,,,148.05,20.8,0.05,711.76,31245.05,1859.64,24711.15,1607.6,532.07,899.96,8.44,711.76,46.3,15.33,79.09,59.7,15.37,76.23,2.18,81.81,10.25,,28.8,,30.27,,33.43,9.77,-2.96,32.29
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2011,3.14,30117413,Afghanistan,AFG,26.57,4.75,,62.8,7.51,,,-5.62,-0.67,-4.79,-0.57,177.82,21.27,,,183.44,21.94,0.05,836.22,32255.52,1919.78,28147.49,1694.26,602.18,958.27,6.48,836.22,50.33,17.89,87.26,52.98,16.61,85.23,11.8,89.43,9.31,,29.71,,26.41,,8,1.79,-10.27,12.75
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2012,3.41,31161376,Afghanistan,AFG,10.86,2.21,,69.95,6.77,,,1.88,0.18,2.66,0.26,260.57,25.21,,,258.69,25.03,0.06,1033.59,35577.4,2117.49,33670.81,1952.81,661.09,1092.12,13.97,1033.59,59.95,20.29,94.64,36.2,17.24,90.72,6.44,94.69,5.88,,30.7,,25.34,,36.03,-23.92,4.54,31.44
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2013,3.49,32269589,Afghanistan,AFG,1.44,0.29,,77.2,6.91,,,-7.05,-0.63,-6.08,-0.54,271.9,24.35,,,278.95,24.98,0.06,1116.83,36373.06,2164.84,35195.98,2010.12,635.64,1154.18,5.68,1116.83,63.78,20.17,96.76,24.54,17.51,97.42,7.39,101.54,7.24,,31.73,,23.09,,7.94,-37.56,10.09,3.67
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2014,3.36,33370794,Afghanistan,AFG,6.56,1.35,,102.93,8.7,,,-20.33,-1.72,-19.94,-1.69,280.19,23.68,,,300.52,25.4,0.06,1183.04,36183.7,2153.57,36114.49,2119.91,629.92,1185.31,2.70,1183.04,69.44,20.64,99.81,24.01,17.04,101.97,4.67,103.05,1.49,,32.76,,17.45,,-16.77,51.44,34.84,-14.98
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2015,3.08,34413603,Afghanistan,AFG,3.8,0.77,,112.28,9.15,,,-16.9,-1.38,-16.27,-1.33,301.36,24.57,,,318.26,25.95,0.07,1226.57,35481.24,2111.76,36357.36,2135.84,599.35,1197.01,0.99,1226.57,72.06,20.22,102.47,22.22,17.02,101.3,-0.66,104.22,1.13,,33.74,,18.43,,23.26,-11.59,12.92,15.31
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2016,2.78,35383128,Afghanistan,AFG,9.02,1.62,,103.18,8.44,,,1.56,0.13,2.35,0.19,344.33,28.16,,,342.77,28.03,0.06,1222.92,35287.31,2100.22,35287.31,2022.68,519.22,1222.92,2.16,1222.92,70.1,17.99,100,28.32,17.45,105.74,4.38,109,4.59,,34.66,,19.3,,-7.61,-15.41,12.99,-7.93
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2017,2.55,36296400,Afghanistan,AFG,7.59,1.43,,102.81,8,,,-8.65,-0.67,-7.77,-0.6,347.83,27.06,,,356.48,27.73,0.06,1285.46,35330.36,2102.78,36179.58,2102.78,532.22,1255.29,2.65,1285.46,74.71,18.91,102.4,26.06,17.21,111,4.98,112.32,3.04,,35.53,,18.48,,2.6,-5.88,18.26,4.44
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2018,2.38,37172386,Afghanistan,AFG,12.16,2.24,,98.04,7.38,,,21.7,1.63,22.49,1.69,405.87,30.57,,,384.18,28.94,0.06,1327.69,34921.94,2078.48,36502.09,2128.38,505.91,1270.22,1.19,1327.69,77.42,18.4,104.53,30.2,17.15,111.69,0.63,113.16,0.76,,36.37,,18.04,,-7.41,28.9,3.79,-4.55
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2019,2.31,38041754,Afghanistan,AFG,11.71,2.21,,90.09,6.13,,,-15.55,-1.06,-14.97,-1.02,395.92,26.94,,,411.47,28,0.06,1469.6,35472.64,2111.25,39495.72,2200.54,507.29,1319.9,3.91,1469.6,81.88,18.88,111.34,29.9,17.95,114.26,2.3,116.3,2.77,,37.21,,18.19,,-5.76,-5.12,0.07,-7.86
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2020,,38928000,Afghanistan,AFG,9.48,1.8,,115.05,7.85,,,-40.94,-2.79,-40.32,-2.75,437.85,29.87,,,478.79,32.66,0.06,1465.92,32949.85,1961.1,38521.15,2072.89,499.44,1253.91,-5.00,1465.92,78.88,19.01,116.91,26.53,18.58,120.48,5.44,122.12,5,,38.06,,17.05,,6.45,-33.43,-27.05,4.93
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2021,,39835000,Afghanistan,AFG,7.78,1.53,,142.3,8.91,,,-34.71,-2.17,-34.08,-2.13,411.94,25.78,,,446.65,27.96,0.06,1597.74,33497.4,1993.69,41041.03,2153.9,505.83,1304.06,4.00,1597.74,83.85,19.69,122.52,25.88,19.05,126.26,4.79,127.61,4.5,,38.93,,18.1,,4.61,38.07,34.96,4.96
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2022,,40754000,Afghanistan,AFG,7.92,1.65,,164.13,9.42,,,-21.13,-1.21,-20.07,-1.15,468.92,26.92,,,490.05,28.13,0.06,1741.83,34225.66,2037.04,43736.42,2239.88,523.01,1363.06,4.52,1741.83,89.21,20.83,127.79,26.86,19.53,131.68,4.29,132.72,4,,39.83,,18.94,,-0.57,32.97,26.9,-0.12
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2023,,41681000,Afghanistan,AFG,7.66,1.69,,187.6,9.91,,,-9.08,-0.48,-7.39,-0.39,540.52,28.55,,,549.6,29.03,0.06,1893.02,34961.7,2080.84,46464.07,2329.51,540.52,1424.4,4.50,1893.02,94.91,22.02,132.9,27.43,19.95,137,4.04,138.02,4,,40.74,,19.78,,0.09,10.01,9.36,0.54
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2024,,42609000,Afghanistan,AFG,7.37,1.71,,212.42,10.37,,,-14.41,-0.7,-11.98,-0.59,575.63,28.11,,,590.03,28.82,0.06,2047.67,35545.66,2115.6,49129.77,2413.71,555.89,1481.5,4.01,2047.67,100.6,23.17,138.22,27.93,20.35,142.54,4.04,143.54,4,,41.68,,20.56,,-0.3,8.83,9.24,0.16
AFG,AF,Afghanistan,South Asia,South Asia,Low income,IDA,Kabul,69.1761,34.5228,Afghanistan,AFG,2025,,43532000,Afghanistan,AFG,7.01,1.71,,240.96,10.88,,,-19.45,-0.88,-16.18,-0.73,611.39,27.6,,,630.84,28.48,0.06,2215.01,36140.57,2151.01,51950.1,2502.14,571.61,1540.94,4.01,2215.01,106.69,24.37,143.75,28.37,20.76,148.3,4.04,149.29,4,,42.64,,21.36,,1.63,9.64,10.33,1.54
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1980,2.05,2671997,Albania,ALB,0.05,0,,,,,,,,,,,,,,,,0.04,18.49,116584.54,5557.57,6919.41,2157.74,728.36,311.51,2.68,18.49,5.77,1.95,5.94,27.12,3.21,,,,,,2.67,,4.85,5.03,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1981,2,2726056,Albania,ALB,-0.46,-0.01,,,,,,,,,,,,,,,,0.05,19.13,120786.15,5757.86,7016.15,2447.01,817.73,329.27,5.70,19.13,6.67,2.23,5.81,39.85,2.87,,,,,,2.73,,44.38,4.22,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1982,2.11,2784278,Albania,ALB,-2.26,-0.05,,,,,,,,,,,,,,,,0.05,19.7,121689.95,5800.94,7074.57,2617.64,824.54,338.82,2.90,19.7,7.29,2.3,5.81,41.02,2.7,,,,,,2.78,,47.59,2.81,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1983,2.12,2843960,Albania,ALB,-1.58,-0.04,,,,,,,,,,,,,,,,0.05,19.9,120446.72,5741.68,6997.24,2692.37,815.53,342.55,1.10,19.9,7.66,2.32,5.81,44.48,2.6,,,,,,2.84,,50.66,3.34,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1984,2.1,2904429,Albania,ALB,-1.32,-0.03,,,,,,,,,,,,,,,,0.04,19.65,120297.85,5734.58,6763.89,2786.07,788.33,349.4,2.00,19.65,8.09,2.29,5.62,46.85,2.43,,,,,,2.9,,52.94,4.41,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1985,2.06,2964762,Albania,ALB,-1.16,-0.03,,,,,,,,,,,,,,,,0.04,20.07,116082.04,5533.62,6767.92,2773.46,788.8,344.16,-1.50,20.07,8.22,2.34,5.83,40.83,2.44,,,,,,2.97,,46.19,5.85,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1986,1.93,3022635,Albania,ALB,0.06,0,,,,,,,,,,,,,,,,0.04,20.69,120235.6,5731.62,6845.79,2930.54,855.72,363.43,5.60,20.69,8.86,2.59,5.69,40.31,2.34,,,,,,3.02,,44.29,5.43,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1987,2,3083605,Albania,ALB,0.27,0.01,,,,,,,,,,,,,,,,0.04,20.53,116915.4,5573.34,6657.96,2920.09,832.25,360.52,-0.80,20.53,9,2.57,5.7,42.44,2.28,,,,,,3.08,,46.33,5.16,--,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1988,1.89,3142336,Albania,ALB,-0.99,-0.03,,,,,,,,,,,,,,,,0.04,20.24,113124,5392.61,6440.37,2925.04,805.05,355.47,-1.40,20.24,9.19,2.53,5.69,40.03,2.2,,,,,,3.14,,45.1,6.03,--,--,--,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1989,2.69,3227943,Albania,ALB,-2.69,-0.08,,,,,,,,,,,,,,,,0.04,22.23,120916.02,5764.05,6886.27,3249.1,860.78,390.31,9.80,22.23,10.49,2.78,5.7,38.06,2.12,3.39,,3.39,,,3.23,,44.82,6.72,--,--,--,--
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1990,1.8,3286542,Albania,ALB,-4.31,-0.1,,,,,,,,,,,,,,,,0.04,20.01,106884.08,5095.15,6087.18,2979.53,675.74,351.28,-10.00,20.01,9.79,2.22,5.7,41.02,2.04,3.39,-0.18,3.39,--,,3.29,,49.84,8.46,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1991,-0.6,3266790,Albania,ALB,-12.37,-0.17,,,,,,,,,,,,,,,,0.03,19.52,77421.84,3690.69,5975.01,2231.23,408.02,252.92,-28.00,19.52,7.29,1.33,7.72,-8.03,2.68,4.59,35.72,6.92,104.05,,3.27,,9.51,8.9,0,--,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1992,-0.61,3247039,Albania,ALB,-8.19,-0.07,,,,,,,,,,,,,,,,0.02,63.34,72284.5,3445.79,19507.21,2130.65,259.75,234.71,-7.20,63.34,6.92,0.84,26.99,9.43,9.16,14.98,226,23.29,236.58,,3.25,,7.44,26.5,0,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1993,-0.61,3227287,Albania,ALB,1.67,0.02,,,,,,,,,,,,,,,,0.02,149.14,79708.68,3799.7,46212.78,2405.15,452.62,257.24,9.60,149.14,7.76,1.46,57.98,23.39,19.21,27.71,85.01,30.5,30.94,,3.23,,18.88,22.3,--,0,0,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1994,-0.61,3207536,Albania,ALB,-3.71,-0.09,,,,,,,,,,,,,,,,0.02,223.57,87738.26,4182.47,69701.86,2703.97,736.03,281.42,9.40,223.57,8.67,2.36,79.44,21.83,25.78,33.96,22.57,35.32,15.82,,3.21,,25.6,18.4,--,0,--,0
ALB,AL,Albania,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317,Albania,ALB,1995,-0.62,3187784,Albania,ALB,-1.97,-0.06,,,,,,,,,,,,,,,,0.03,267.42,96138.99,4582.93,83890.18,3024.99,903.99,306.47,8.90,267.42,9.64,2.88,87.26,21.48,27.73,36.61,7.79,37.44,6.02,,3.19,,25.75,12.9,0,--,--,0
